segmentnr	original	analyzed	folio	translated
['ZH_T29_1558_023:0118c09_0', 'ZH_T29_1558_023:0118c11_0']	2阿毘達磨俱舍論卷第二十三🔽尊者世親造	2阿毘達磨俱舍論卷第二十三 尊者世親造	023	Composed by Venerable Vasubandhu
['ZH_T29_1558_023:0118c12_0']	三藏法師玄奘奉　詔譯	三藏法師玄奘奉　詔譯	023	Translated by Tripiṭaka Master Xuanzang on Imperial Order
['ZH_T29_1558_023:0118c14_17']	分別賢聖品第六之二如是已說入修二門，由此二門心便得定。	分別賢聖品第六之二如是已說入修二門，由此二門心便得定。	023	Chapter 6, Part 2: Distinguishing the Noble Ones. Thus far, the two gates of entering cultivation have been explained. Through these two gates, the mind attains concentration.
['ZH_T29_1558_023:0118c15_8']	心得定已復何所修？	心得定已復何所修？	023	Having attained mental concentration, what else should one cultivate?
['ZH_T29_1558_023:0118c15_11']	頌曰：	頌曰：	023	Verse:
['ZH_T29_1558_023:0118c16_0']	依已修成止，　　為觀修念住，	依已修成止，　　為觀修念住，	023	Relying on the already cultivated and accomplished tranquility, one cultivates the foundations of mindfulness for insight.
['ZH_T29_1558_023:0118c17_13']	以自相共相，　　觀身受心法。	以自相共相，　　觀身受心法。	023	Observing the body, feelings, mind, and dharmas with their specific and general characteristics.
['ZH_T29_1558_023:0118c18_0']	自性聞等慧，　　餘相雜所緣，	自性聞等慧，　　餘相雜所緣，	023	The wisdom of self-nature, hearing, etc., the other characteristics and objects,
['ZH_T29_1558_023:0118c19_13']	說次第隨生，　　治倒故唯四。	說次第隨生，　　治倒故唯四。	023	Are said to arise in sequence, only four are taught to counteract delusions.
['ZH_T29_1558_023:0118c20_2']	論曰：	論曰：	023	Discussion:
['ZH_T29_1558_023:0118c21_4']	依已修成滿勝奢摩他，為毘鉢舍那修四念住。	依已修成滿勝奢摩他，為毘鉢舍那修四念住。	023	Relying on the already cultivated and accomplished supreme śamatha, one cultivates the four foundations of mindfulness for vipaśyanā.
['ZH_T29_1558_023:0118c21_13', 'ZH_T29_1558_023:0118c22_9']	如何修習四念住耶？🔽謂以自共相觀身、受、心、法。	如何修習四念住耶？ 謂以自共相觀身、受、心、法。	023	How does one cultivate the four foundations of mindfulness?🔽It means observing the body, feelings, mind, and dharmas with their specific and general characteristics.
['ZH_T29_1558_023:0118c23_1']	身受心法各別自性名為自相。	身受心法各別自性名為自相。	023	The specific natures of the body, feelings, mind, and dharmas are called their specific characteristics.
['ZH_T29_1558_023:0118c24_12']	一切有為皆非常性、一切有漏皆是苦性及一切法空非我性名為共相。	一切有為皆非常性、一切有漏皆是苦性及一切法空非我性名為共相。	023	The common characteristics are that all conditioned dharmas are impermanent, all defiled dharmas are suffering, and all dharmas are empty and without self.
['ZH_T29_1558_023:0118c25_3']	身自性者，大種造色。	身自性者，大種造色。	023	The intrinsic nature of the body is the great elements and the form derived from them.
['ZH_T29_1558_023:0118c25_13']	受心自性，如自名顯。	受心自性，如自名顯。	023	The intrinsic nature of feeling and mind is as indicated by their own names.
['ZH_T29_1558_023:0118c26_3']	法自性者，除三餘法。	法自性者，除三餘法。	023	The intrinsic nature of dharmas is the dharmas other than the three [above].
['ZH_T29_1558_023:0118c27_14']	傳說在定以極微剎那各別觀身，名身念住滿，餘三滿相如應當知。	傳說在定以極微剎那各別觀身，名身念住滿，餘三滿相如應當知。	023	It is said that when one contemplates the body in samādhi, observing each atom and moment separately, it is called the fulfillment of mindfulness of the body. The characteristics of the fulfillment of the other three [mindfulnesses] should be understood accordingly.
['ZH_T29_1558_023:0118c28_5']	何等名為四念住體？	何等名為四念住體？	023	What are the intrinsic natures of the four establishments of mindfulness?
['ZH_T29_1558_023:0118c29_4']	此四念住體各有三，自性、相雜、所緣別故。	此四念住體各有三，自性、相雜、所緣別故。	023	These four establishments of mindfulness each have three intrinsic natures, due to the distinctions of intrinsic nature, association, and object.
['ZH_T29_1558_023:0119a01_16']	自性念住以慧為體，此慧有三種，謂聞等所成，即此亦名三種念住。	自性念住以慧為體，此慧有三種，謂聞等所成，即此亦名三種念住。	023	The establishment of mindfulness of intrinsic nature takes wisdom as its intrinsic nature. This wisdom is of three kinds, namely, that accomplished through hearing, etc. It is also called the three kinds of establishments of mindfulness.
