segmentnr	original	analyzed	folio	translated
['ZH_T27_1545_161:0814c14_0']	阿毘達磨大毘婆沙論卷第一百	阿毘達磨大毘婆沙論卷第一百	161	Abhidharma-mahāvibhāṣā-śāstra, fascicle 101
['ZH_T27_1545_161:0814c15_0']	六十一	六十一	161	sixty-one
['ZH_T27_1545_161:0814c17_0']	五百大阿羅漢等造	五百大阿羅漢等造	161	composed by five hundred great arhats and others
['ZH_T27_1545_161:0814c20_6', 'ZH_T27_1545_161:0814c20_12']	三藏法師玄奘奉　詔譯5定蘊第七中得納息第一之五味相應初靜慮。🔽入當言味耶。	三藏法師玄奘奉　詔譯5定蘊第七中得納息第一之五味相應初靜慮。 入當言味耶。	161	tripiṭaka master Xuanzang respectfully received🔽Should it be said to be flavor?
['ZH_T27_1545_161:0814c20_18']	出當言味耶。	出當言味耶。	161	Should it be said to be flavor when emerging?
['ZH_T27_1545_161:0814c21_4']	乃至廣說。	乃至廣說。	161	And so on, in detail.
['ZH_T27_1545_161:0814c21_11']	問何故作此論。	問何故作此論。	161	Why was this treatise composed?
['ZH_T27_1545_161:0814c22_3']	答欲令疑者得決定故。	答欲令疑者得決定故。	161	In order to cause those with doubts to attain certainty.
['ZH_T27_1545_161:0814c22_9']	謂品類足說。	謂品類足說。	161	The Põdguk taejanggyǒng (Kyojök) says:
['ZH_T27_1545_161:0814c22_15']	初靜慮云何。	初靜慮云何。	161	What is the first meditation?
['ZH_T27_1545_161:0814c23_8']	答初靜慮所攝善色受想行識。	答初靜慮所攝善色受想行識。	161	Answer: The good form, feeling, perception, volition, and consciousness included in the first meditation.
['ZH_T27_1545_161:0814c23_17']	乃至第四靜慮云何。	乃至第四靜慮云何。	161	Up to what is the fourth meditation?
['ZH_T27_1545_161:0814c24_12']	答第四靜慮所攝善色受想行識。	答第四靜慮所攝善色受想行識。	161	Answer: The good form, feeling, perception, volition, and consciousness included in the fourth meditation.
['ZH_T27_1545_161:0814c25_6']	勿令生如是疑靜慮唯善。	勿令生如是疑靜慮唯善。	161	Do not let it be doubted that meditation is only good.
['ZH_T27_1545_161:0814c26_2']	欲顯靜慮非唯是善故作斯論。	欲顯靜慮非唯是善故作斯論。	161	In order to show that meditation is not only good, this treatise is composed.
['ZH_T27_1545_161:0814c26_17']	以靜慮通善染無覆無記故味相應。	以靜慮通善染無覆無記故味相應。	161	Because meditation is both good, defiled, and unobstructed and indeterminate, it is associated with flavor.
['ZH_T27_1545_161:0814c27_8']	初靜慮入當言味耶。	初靜慮入當言味耶。	161	Should it be said to be flavor when entering the first meditation?
['ZH_T27_1545_161:0814c27_14']	出當言味耶。	出當言味耶。	161	Should it be said to be flavor when emerging?
['ZH_T27_1545_161:0814c28_4']	答於能味當言入。	答於能味當言入。	161	Answer: It should be said to be flavor when entering the one who is tasting.
['ZH_T27_1545_161:0814c28_11']	於所味當言出。	於所味當言出。	161	As for the object of enjoyment, it should be said to be emerging.
['ZH_T27_1545_161:0814c29_6', 'ZH_T27_1545_161:0814c29_12']	乃至味相應非想非非想處。🔽入當言味耶。	乃至味相應非想非非想處。 入當言味耶。	161	Up to the base of neither-perception-nor-non-perception associated with enjoyment.🔽When entering, should it be said to be enjoyment?
['ZH_T27_1545_161:0814c29_18']	出當言味耶。	出當言味耶。	161	When emerging, should it be said to be enjoyment?
['ZH_T27_1545_161:0815a01_7']	答於能味當言入。	答於能味當言入。	161	Answer: As for the enjoyer, it should be said to be entering.
['ZH_T27_1545_161:0815a01_14']	於所味當言出。	於所味當言出。	161	As for the object of enjoyment, it should be said to be emerging.
