segmentnr	original	analyzed	folio	translated
['ZH_T27_1545_058:0298b02_0']	阿毘達磨大毘婆沙論卷第五十	阿毘達磨大毘婆沙論卷第五十	058	Abhidharma-mahāvibhāṣā-śāstra, fascicle 50
['ZH_T27_1545_058:0298b03_0']	八	八	058	eight
['ZH_T27_1545_058:0298b05_0']	五百大阿羅漢等造	五百大阿羅漢等造	058	composed by 500 great arhats and others
['ZH_T27_1545_058:0298b08_10']	三藏法師玄奘奉　詔譯3結蘊第二中一行納息第二之三若於此事有過去愛結繫。	三藏法師玄奘奉　詔譯3結蘊第二中一行納息第二之三若於此事有過去愛結繫。	058	tripiṭaka master Xuanzang respectfully received
['ZH_T27_1545_058:0298b08_16']	亦有未來耶。	亦有未來耶。	058	Are there also future [afflictions]?
['ZH_T27_1545_058:0298b09_3']	乃至廣說。	乃至廣說。	058	And so on, in detail.
['ZH_T27_1545_058:0298b09_11', 'ZH_T27_1545_058:0298b09_16']	此中諸結有二種。🔽一迷自相。	此中諸結有二種。 一迷自相。	058	Herein, there are two kinds of fetters.🔽One is deluded about specific characteristics.
['ZH_T27_1545_058:0298b10_2']	二迷共相。	二迷共相。	058	The other is deluded about general characteristics.
['ZH_T27_1545_058:0298b10_14']	迷自相者謂愛恚慢嫉慳結。	迷自相者謂愛恚慢嫉慳結。	058	Those deluded about specific characteristics are the fetters of craving, hatred, pride, jealousy, and stinginess.
['ZH_T27_1545_058:0298b11_8']	迷共相者謂無明見取疑結。	迷共相者謂無明見取疑結。	058	Those deluded about general characteristics are the fetters of ignorance, wrong views, and doubt.
['ZH_T27_1545_058:0298b11_15']	迷自相諸結中。	迷自相諸結中。	058	Among the fetters deluded about specific characteristics,
['ZH_T27_1545_058:0298b12_8']	愛結於三界五部事能為繫。	愛結於三界五部事能為繫。	058	the fetter of craving can bind one to the five categories of objects in the three realms.
['ZH_T27_1545_058:0298b13_3']	未來未斷定繫彼三世一切事。	未來未斷定繫彼三世一切事。	058	The future [fetters] that have not yet been severed definitely bind one to all objects in the three times.
['ZH_T27_1545_058:0298b14_1']	過去不定謂於此事若前生未斷則繫。	過去不定謂於此事若前生未斷則繫。	058	As for the past [fetters], it is uncertain. If they arose before and have not yet been severed, then they bind one.
['ZH_T27_1545_058:0298b14_13']	若前未生設生已斷則不繫。	若前未生設生已斷則不繫。	058	If they did not arise before, or if they arose but have already been severed, then they do not bind one.
['ZH_T27_1545_058:0298b14_19']	現在亦不定。	現在亦不定。	058	The present [fetters] are also uncertain.
