segmentnr	original	analyzed	folio	translated
['ZH_T27_1545_126:0656a02_0']	阿毘達磨大毘婆沙論卷第一百	阿毘達磨大毘婆沙論卷第一百	126	Abhidharma-mahāvibhāṣā-śāstra, fascicle 100
['ZH_T27_1545_126:0656a03_0']	二十六	二十六	126	twenty-six
['ZH_T27_1545_126:0656a05_0']	五百大阿羅漢等造	五百大阿羅漢等造	126	composed by five hundred great arhats and others
['ZH_T27_1545_126:0656a08_8']	三藏法師玄奘奉　詔譯3業蘊第四中自業納息第五之三云何苾芻留多壽行。	三藏法師玄奘奉　詔譯3業蘊第四中自業納息第五之三云何苾芻留多壽行。	126	tripiṭaka master Xuanzang respectfully received
['ZH_T27_1545_126:0656a08_13']	乃至廣說。	乃至廣說。	126	and so on at length.
['ZH_T27_1545_126:0656a09_1']	問何故作此論。	問何故作此論。	126	Question: Why was this treatise composed?
['ZH_T27_1545_126:0656a09_11']	答為欲分別契經義故。	答為欲分別契經義故。	126	Answer: In order to analyze the meaning of the sūtras.
['ZH_T27_1545_126:0656a09_16']	如契經說。	如契經說。	126	As the sūtras say:
['ZH_T27_1545_126:0656a10_6']	時薄伽梵留多命行。	時薄伽梵留多命行。	126	At that time, the Bhagavān extended his life-force
['ZH_T27_1545_126:0656a10_11']	捨多壽行。	捨多壽行。	126	and abandoned much of his lifespan.
['ZH_T27_1545_126:0656a11_3']	又欲分別毘奈耶義故。	又欲分別毘奈耶義故。	126	Also, in order to analyze the meaning of the Vinaya.
['ZH_T27_1545_126:0656a11_9']	如毘奈耶說。	如毘奈耶說。	126	As the Vinaya says:
['ZH_T27_1545_126:0656a11_15']	大生主為首。	大生主為首。	126	With Mahāprajāpatī at the head,
['ZH_T27_1545_126:0656a12_10']	五百苾芻尼留多命行捨多壽行。	五百苾芻尼留多命行捨多壽行。	126	five hundred bhikṣuṇīs extended their life-force and abandoned much of their lifespan.
['ZH_T27_1545_126:0656a13_2']	經毘奈耶雖有是說。	經毘奈耶雖有是說。	126	Although this is stated in the sūtras and Vinaya,
['ZH_T27_1545_126:0656a13_11']	而未分別留捨因緣。	而未分別留捨因緣。	126	the causes and conditions for extending and abandoning [life] have not yet been analyzed.
['ZH_T27_1545_126:0656a14_4']	彼經及毘奈耶是此論根本。	彼經及毘奈耶是此論根本。	126	Those sūtras and Vinaya are the basis of this treatise.
['ZH_T27_1545_126:0656a14_13']	彼未說者今應說之。	彼未說者今應說之。	126	What has not been explained there should be explained now.
['ZH_T27_1545_126:0656a14_18']	故作斯論。	故作斯論。	126	Therefore, this treatise is composed.
['ZH_T27_1545_126:0656a15_16']	又諸造論皆為分別諸所有法自相共相。	又諸造論皆為分別諸所有法自相共相。	126	Moreover, all those who compose treatises do so in order to analyze the specific and general characteristics of all dharmas.
['ZH_T27_1545_126:0656a16_3']	今此亦然。	今此亦然。	126	This is also so now.🔽Here is the corrected and aligned text:
['ZH_T27_1545_126:0656a16_8']	不應為問。	不應為問。	126	should not be asked.
['ZH_T27_1545_126:0656a17_8']	云何苾芻留多壽行。	云何苾芻留多壽行。	126	How do bhikṣus prolong their life?
['ZH_T27_1545_126:0656a18_4']	答謂阿羅漢成就神通得心自在。	答謂阿羅漢成就神通得心自在。	126	The answer is: It refers to arhats who have attained spiritual powers and mastery of the mind.
['ZH_T27_1545_126:0656a18_13']	若於僧眾若別人所。	若於僧眾若別人所。	126	Whether to the Saṅgha or to individuals,
['ZH_T27_1545_126:0656a18_18']	以衣以鉢。	以衣以鉢。	126	with robes or alms bowls,
['ZH_T27_1545_126:0656a20_7']	或以隨一沙門命緣眾具布施施已發願即入邊際第四靜慮。	或以隨一沙門命緣眾具布施施已發願即入邊際第四靜慮。	126	or with any of the requisites of a śramaṇa, they make offerings and then make a vow, and immediately enter the fourth meditative absorption at the limit.
['ZH_T27_1545_126:0656a20_16']	從定起已心念口言。	從定起已心念口言。	126	Having arisen from concentration, they think in their minds and say with their mouths,
['ZH_T27_1545_126:0656a21_6']	諸我能感富異熟業。	諸我能感富異熟業。	126	All the karma I have accumulated that would lead to a fruition of wealth,
['ZH_T27_1545_126:0656a21_15']	願此轉招壽異熟果。	願此轉招壽異熟果。	126	I wish this to be transformed and attract a fruition of longevity.
['ZH_T27_1545_126:0656a22_5']	時彼能招富異熟業。	時彼能招富異熟業。	126	At that time, the karma that could lead to a fruition of wealth,
['ZH_T27_1545_126:0656a22_14']	則轉能招壽異熟果。	則轉能招壽異熟果。	126	is then transformed and able to lead to a fruition of longevity.
['ZH_T27_1545_126:0656a23_6']	問彼有何緣留多壽行。	問彼有何緣留多壽行。	126	What is the reason for prolonging one's life?
['ZH_T27_1545_126:0656a23_12']	答留多壽行。	答留多壽行。	126	The answer is: Prolonging one's life,
['ZH_T27_1545_126:0656a23_17']	略有二緣。	略有二緣。	126	in brief, has two reasons.
['ZH_T27_1545_126:0656a24_9']	謂為饒益他及住持佛法。	謂為饒益他及住持佛法。	126	Namely, for the sake of benefiting others and upholding the Buddha's teachings.
['ZH_T27_1545_126:0656a24_15']	為饒益他者。	為饒益他者。	126	For the sake of benefiting others refers to
['ZH_T27_1545_126:0656a25_7']	謂教弟子修諸觀行。	謂教弟子修諸觀行。	126	teaching disciples to cultivate various contemplations.
['ZH_T27_1545_126:0656a25_16']	彼審觀察齊我壽住。	彼審觀察齊我壽住。	126	They carefully observe, abiding as long as my life,
['ZH_T27_1545_126:0656a26_7']	此諸門人逮勝法不。	此諸門人逮勝法不。	126	whether these disciples have attained the supreme Dharma or not.
['ZH_T27_1545_126:0656a26_16']	設我壽盡為更有餘。	設我壽盡為更有餘。	126	If my life ends, will there be anything else?
['ZH_T27_1545_126:0656a27_15']	能善開示道非道不若見無能便留壽行。	能善開示道非道不若見無能便留壽行。	126	If my life ends, will there be anyone else who can skillfully expound the path and what is not the path? If I see no one capable, I will then extend my life.
['ZH_T27_1545_126:0656a28_5']	為住持佛法者。	為住持佛法者。	126	For the sake of upholding the Buddha's teachings,
['ZH_T27_1545_126:0656a28_14']	謂營佛像僧房等事。	謂營佛像僧房等事。	126	referring to activities such as making Buddha images and building monks' quarters.
['ZH_T27_1545_126:0656a29_5']	彼審觀察齊我壽住。	彼審觀察齊我壽住。	126	They carefully observe whether they can remain alive for that long.
['ZH_T27_1545_126:0656a29_14']	此所營事得成辦不。	此所營事得成辦不。	126	Will these activities be accomplished or not?
['ZH_T27_1545_126:0656b01_13']	設我壽盡為更有餘善巧方便能成辦不。	設我壽盡為更有餘善巧方便能成辦不。	126	If my life ends, will there be any other skillful means to accomplish them or not?
['ZH_T27_1545_126:0656b02_5']	若見無能便留壽行。	若見無能便留壽行。	126	If they see no one capable, they will then extend their life.
['ZH_T27_1545_126:0656b03_6']	又彼觀見當有國王大臣長者等欲毀滅佛法。	又彼觀見當有國王大臣長者等欲毀滅佛法。	126	Moreover, they observe that there will be kings, ministers, elders, and others who wish to destroy the Buddha's teachings.
['ZH_T27_1545_126:0656b04_7']	便審觀察齊我壽住當有方便令不毀滅不。	便審觀察齊我壽住當有方便令不毀滅不。	126	They then carefully observe whether they can remain alive for that long and find a way to prevent the destruction.
['ZH_T27_1545_126:0656b05_7']	設我壽盡為更有餘善巧方便能住持不。	設我壽盡為更有餘善巧方便能住持不。	126	If my life ends, will there be any other skillful means to uphold it or not?
['ZH_T27_1545_126:0656b06_4']	若見無能便留壽行為留壽行。	若見無能便留壽行為留壽行。	126	If they see no one capable, they will then extend their life. Extending their life,
['ZH_T27_1545_126:0656b06_13', 'ZH_T27_1545_126:0656b06_18']	以衣鉢等施僧別人。🔽依契經說。	以衣鉢等施僧別人。 依契經說。	126	they give robes, alms bowls, and other things to the Saṅgha and individual monks.🔽Based on the sūtras,
['ZH_T27_1545_126:0656b07_4']	謂世尊說。	謂世尊說。	126	it is said that the World-Honored One taught:🔽Bhikṣus!
['ZH_T27_1545_126:0656b07_17']	若有施主能施他物名施五事。	若有施主能施他物名施五事。	126	If a donor is able to give things to others, it is called giving five things.
['ZH_T27_1545_126:0656b08_8']	由此還當得五事果。	由此還當得五事果。	126	By this, one will obtain the fruits of the five things in return.
['ZH_T27_1545_126:0656b09_1']	一壽二色三力四樂五辯。	一壽二色三力四樂五辯。	126	First, longevity, second, appearance, third, strength, fourth, happiness, and fifth, eloquence.
['ZH_T27_1545_126:0656b09_10']	彼審觀察為施僧眾。	彼審觀察為施僧眾。	126	They carefully observe that giving to the Saṅgha
['ZH_T27_1545_126:0656b10_1']	當獲大果為施別人。	當獲大果為施別人。	126	will obtain great fruits, and give to individuals.
['ZH_T27_1545_126:0656b10_14']	若見施僧當獲大果便施與僧。	若見施僧當獲大果便施與僧。	126	If they see that giving to the Saṅgha will obtain great fruits, they give to the Saṅgha.
['ZH_T27_1545_126:0656b11_9']	若施別人當獲大果便施別人。	若施別人當獲大果便施別人。	126	If giving to individuals will obtain great fruits, they give to individuals.
['ZH_T27_1545_126:0656b12_5']	是故於僧或別人所以衣以鉢。	是故於僧或別人所以衣以鉢。	126	Therefore, to the Saṅgha or individuals, with robes or alms bowls,
['ZH_T27_1545_126:0656b13_1']	或以隨一沙門命緣眾具布施。	或以隨一沙門命緣眾具布施。	126	or with any of the requisites of a śramaṇa, they give.
['ZH_T27_1545_126:0656b13_14']	施已發願即入邊際第四靜慮。	施已發願即入邊際第四靜慮。	126	Having given, they make a vow and enter the fourth dhyāna of the limit.
['ZH_T27_1545_126:0656b14_4']	從定起已心念口言。	從定起已心念口言。	126	Having arisen from concentration, they think in their minds and say with their mouths:
['ZH_T27_1545_126:0656b14_13']	諸我能感富異熟業。	諸我能感富異熟業。	126	All the karma I am able to experience that results in wealth,
['ZH_T27_1545_126:0656b15_3']	願此轉招壽異熟果。	願此轉招壽異熟果。	126	I wish this to be transformed and attract the result of life ripening.
['ZH_T27_1545_126:0656b16_2']	時彼能招富異熟業則轉能招壽異熟果。	時彼能招富異熟業則轉能招壽異熟果。	126	At that time, the karma that is able to attract the result of life ripening is transformed and able to attract the result of life ripening.
['ZH_T27_1545_126:0656b17_13']	問理無富異熟果可成壽異熟果。	問理無富異熟果可成壽異熟果。	126	Question: In principle, there is no result of life ripening that can be accomplished as the result of wealth ripening.
['ZH_T27_1545_126:0656b18_4']	何故乃說富異熟業。	何故乃說富異熟業。	126	Why is it said that the karma that results in wealth ripening?
['ZH_T27_1545_126:0656b18_13']	則轉能招壽異熟果。	則轉能招壽異熟果。	126	then it transforms and attracts the result of retribution of longevity.
['ZH_T27_1545_126:0656b19_1']	答無轉果體。	答無轉果體。	126	The answer is: there is no transformation of the substance of the result.
['ZH_T27_1545_126:0656b19_6']	有轉業力。	有轉業力。	126	There is transformation of the power of karma.
['ZH_T27_1545_126:0656b19_15']	謂由布施邊際定力。	謂由布施邊際定力。	126	That is to say, by the power of giving and the concentration of the limit of reality,
['ZH_T27_1545_126:0656b20_8']	轉富異熟業招壽異熟果。	轉富異熟業招壽異熟果。	126	the karma that attracts the result of retribution of wealth transforms and attracts the result of retribution of longevity.
['ZH_T27_1545_126:0656b21_4']	雖俱可轉而彼今時不顧富果。	雖俱可轉而彼今時不顧富果。	126	Although both can be transformed, at this time he does not care about the result of wealth.
['ZH_T27_1545_126:0656b21_9']	祈壽果故。	祈壽果故。	126	Because he prays for the result of longevity.
['ZH_T27_1545_126:0656b21_14']	有餘師說。	有餘師說。	126	Other masters say:
['ZH_T27_1545_126:0656b22_5']	有業先感壽異熟果。	有業先感壽異熟果。	126	There is karma that first attracts the result of retribution of longevity.
['ZH_T27_1545_126:0656b23_1']	然有災障由今布施邊際定力。	然有災障由今布施邊際定力。	126	However, due to the power of giving and the concentration of the limit of reality,
['ZH_T27_1545_126:0656b23_10']	彼災障滅壽異熟起。	彼災障滅壽異熟起。	126	the calamity and obstruction is extinguished and the result of retribution of longevity arises.
['ZH_T27_1545_126:0656b24_4']	雖俱可轉而彼今時不顧富果。	雖俱可轉而彼今時不顧富果。	126	Although both can be transformed, at this time he does not care about the result of wealth.
